ymd,date,dow_int,dow_str,day,doy,dos,is_weekday,is_weekend,is_holiday,is_busy,post_thx,woy,woy_dow,season_week,season_week_dow,month_int,month_str,year,season,season_num,quarter,month_year,month_day,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,December,February,January,March,November,2017-2018,2018-2019,2019-2020,2020-2021,views,log_views,ga_shift1,ga_shift2,ga_shift3,eod_snow_depth,avg_temp,snow,total_snowfall,total_snowfall_days,biggest_snowfall,max_base_depth,average_base_depth,max_summit_depth,average_summit_depth,tot_tix,day_tix,night_tix,tot_sp_est,day_sp_est,night_sp_est,tot_alpine,tot_day,tot_night
2018-04-12,2018-04-12,3,Thursday,12,102,165,True,False,False,False,False,15,15Thursday,22,22Thursday,4,April,2018,2017-2018,75.0,2,2018-04,04-12,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,9154,9.121946221213587,2526.0,2732.0,4302.0,29.0,54,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-13,2018-04-13,4,Friday,13,103,166,True,False,False,False,False,15,15Friday,22,22Friday,4,April,2018,2017-2018,75.0,2,2018-04,04-13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3576,8.182000136293405,9154.0,2526.0,2732.0,32.0,51,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-14,2018-04-14,5,Saturday,14,104,167,False,True,False,False,False,15,15Saturday,22,22Saturday,4,April,2018,2017-2018,75.0,2,2018-04,04-14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2356,7.764720544771477,3576.0,9154.0,2526.0,39.0,48,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-15,2018-04-15,6,Sunday,15,105,168,False,True,False,False,False,15,15Sunday,22,22Sunday,4,April,2018,2017-2018,75.0,2,2018-04,04-15,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2297,7.739359202689098,2356.0,3576.0,9154.0,45.0,46,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-16,2018-04-16,0,Monday,16,106,169,True,False,False,False,False,16,16Monday,23,23Monday,4,April,2018,2017-2018,75.0,2,2018-04,04-16,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3383,8.12651816878071,2297.0,2356.0,3576.0,30.0,48,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-17,2018-04-17,1,Tuesday,17,107,170,True,False,False,False,False,16,16Tuesday,23,23Tuesday,4,April,2018,2017-2018,75.0,2,2018-04,04-17,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2397,7.781973234434385,3383.0,2297.0,2356.0,28.0,48,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-18,2018-04-18,2,Wednesday,18,108,171,True,False,False,False,False,16,16Wednesday,23,23Wednesday,4,April,2018,2017-2018,75.0,2,2018-04,04-18,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1832,7.513163545234075,2397.0,3383.0,2297.0,37.0,46,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-19,2018-04-19,3,Thursday,19,109,172,True,False,False,False,False,16,16Thursday,23,23Thursday,4,April,2018,2017-2018,75.0,2,2018-04,04-19,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1718,7.4489161025442,1832.0,2397.0,3383.0,44.0,44,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-20,2018-04-20,4,Friday,20,110,173,True,False,False,False,False,16,16Friday,23,23Friday,4,April,2018,2017-2018,75.0,2,2018-04,04-20,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1639,7.40184157874383,1718.0,1832.0,2397.0,45.0,42,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-21,2018-04-21,5,Saturday,21,111,174,False,True,False,False,False,16,16Saturday,23,23Saturday,4,April,2018,2017-2018,75.0,2,2018-04,04-21,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1344,7.203405521083095,1639.0,1718.0,1832.0,44.0,41,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22,2018-04-22,6,Sunday,22,112,175,False,True,False,False,False,16,16Sunday,23,23Sunday,4,April,2018,2017-2018,75.0,2,2018-04,04-22,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1514,7.322510433997394,1344.0,1639.0,1718.0,42.0,39,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-23,2018-04-23,0,Monday,23,113,176,True,False,False,False,False,17,17Monday,24,24Monday,4,April,2018,2017-2018,75.0,2,2018-04,04-23,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1553,7.347943823148687,1514.0,1344.0,1639.0,40.0,37,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-24,2018-04-24,1,Tuesday,24,114,177,True,False,False,False,False,17,17Tuesday,24,24Tuesday,4,April,2018,2017-2018,75.0,2,2018-04,04-24,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1587,7.369600720526409,1553.0,1514.0,1344.0,44.0,35,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-25,2018-04-25,2,Wednesday,25,115,178,True,False,False,False,False,17,17Wednesday,24,24Wednesday,4,April,2018,2017-2018,75.0,2,2018-04,04-25,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1520,7.326465613840322,1587.0,1553.0,1514.0,51.0,32,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-26,2018-04-26,3,Thursday,26,116,179,True,False,False,False,False,17,17Thursday,24,24Thursday,4,April,2018,2017-2018,75.0,2,2018-04,04-26,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1414,7.254177846456518,1520.0,1587.0,1553.0,53.0,30,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-27,2018-04-27,4,Friday,27,117,180,True,False,False,False,False,17,17Friday,24,24Friday,4,April,2018,2017-2018,75.0,2,2018-04,04-27,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1570,7.358830898342354,1414.0,1520.0,1587.0,56.0,27,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-28,2018-04-28,5,Saturday,28,118,181,False,True,False,False,False,17,17Saturday,24,24Saturday,4,April,2018,2017-2018,75.0,2,2018-04,04-28,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1194,7.085064293952548,1570.0,1414.0,1520.0,43.0,25,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-29,2018-04-29,6,Sunday,29,119,182,False,True,False,False,False,17,17Sunday,24,24Sunday,4,April,2018,2017-2018,75.0,2,2018-04,04-29,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1623,7.392031567514591,1194.0,1570.0,1414.0,36.0,24,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-30,2018-04-30,0,Monday,30,120,183,True,False,False,False,False,18,18Monday,25,25Monday,4,April,2018,2017-2018,75.0,2,2018-04,04-30,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1754,7.469654172932128,1623.0,1194.0,1570.0,38.0,23,0,132,34,11,60,39,66,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,2018-11-01,3,Thursday,1,305,1,True,False,False,False,False,44,44Thursday,0,0Thursday,11,November,2018,2018-2019,76.0,4,2018-11,11-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4363,8.38091517312361,6827.0,4557.0,5179.0,42.0,1,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-02,2018-11-02,4,Friday,2,306,2,True,False,False,False,False,44,44Friday,0,0Friday,11,November,2018,2018-2019,76.0,4,2018-11,11-02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4219,8.347353412124338,4363.0,6827.0,4557.0,40.0,1,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-03,2018-11-03,5,Saturday,3,307,3,False,True,False,False,False,44,44Saturday,0,0Saturday,11,November,2018,2018-2019,76.0,4,2018-11,11-03,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3777,8.236685322712457,4219.0,4363.0,6827.0,35.0,0,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-04,2018-11-04,6,Sunday,4,308,4,False,True,False,False,False,44,44Sunday,0,0Sunday,11,November,2018,2018-2019,76.0,4,2018-11,11-04,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5056,8.528330935826693,3777.0,4219.0,4363.0,38.0,0,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-05,2018-11-05,0,Monday,5,309,5,True,False,False,False,False,45,45Monday,1,1Monday,11,November,2018,2018-2019,76.0,4,2018-11,11-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4242,8.352790135124629,5056.0,3777.0,4219.0,33.0,0,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-06,2018-11-06,1,Tuesday,6,310,6,True,False,False,False,False,45,45Tuesday,1,1Tuesday,11,November,2018,2018-2019,76.0,4,2018-11,11-06,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4897,8.496378051702317,4242.0,5056.0,3777.0,29.0,0,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-07,2018-11-07,2,Wednesday,7,311,7,True,False,False,False,False,45,45Wednesday,1,1Wednesday,11,November,2018,2018-2019,76.0,4,2018-11,11-07,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3832,8.251142139090751,4897.0,4242.0,5056.0,29.0,0,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-08,2018-11-08,3,Thursday,8,312,8,True,False,False,False,False,45,45Thursday,1,1Thursday,11,November,2018,2018-2019,76.0,4,2018-11,11-08,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4480,8.40737832540903,3832.0,4897.0,4242.0,28.0,0,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-09,2018-11-09,4,Friday,9,313,9,True,False,False,False,False,45,45Friday,1,1Friday,11,November,2018,2018-2019,76.0,4,2018-11,11-09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3649,8.202208436436448,4480.0,3832.0,4897.0,31.0,1,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-10,2018-11-10,5,Saturday,10,314,10,False,True,False,False,False,45,45Saturday,1,1Saturday,11,November,2018,2018-2019,76.0,4,2018-11,11-10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3535,8.170468578330674,3649.0,4480.0,3832.0,29.0,0,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-11,2018-11-11,6,Sunday,11,315,11,False,True,False,False,False,45,45Sunday,1,1Sunday,11,November,2018,2018-2019,76.0,4,2018-11,11-11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3815,8.246695943718557,3535.0,3649.0,4480.0,25.0,0,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-12,2018-11-12,0,Monday,12,316,12,True,False,True,False,False,46,46Monday,2,2Monday,11,November,2018,2018-2019,76.0,4,2018-11,11-12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4096,8.317766166719343,3815.0,3535.0,3649.0,26.0,0,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-13,2018-11-13,1,Tuesday,13,317,13,True,False,False,False,False,46,46Tuesday,2,2Tuesday,11,November,2018,2018-2019,76.0,4,2018-11,11-13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3759,8.231908243564177,4096.0,3815.0,3535.0,35.0,1,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-14,2018-11-14,2,Wednesday,14,318,14,True,False,False,False,False,46,46Wednesday,2,2Wednesday,11,November,2018,2018-2019,76.0,4,2018-11,11-14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3663,8.206037762778815,3759.0,4096.0,3815.0,37.0,1,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-15,2018-11-15,3,Thursday,15,319,15,True,False,False,False,False,46,46Thursday,2,2Thursday,11,November,2018,2018-2019,76.0,4,2018-11,11-15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3874,8.262042843966942,3663.0,3759.0,4096.0,37.0,1,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-16,2018-11-16,4,Friday,16,320,16,True,False,False,False,False,46,46Friday,2,2Friday,11,November,2018,2018-2019,76.0,4,2018-11,11-16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4255,8.355850041007475,3874.0,3663.0,3759.0,37.0,1,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-17,2018-11-17,5,Saturday,17,321,17,False,True,False,False,False,46,46Saturday,2,2Saturday,11,November,2018,2018-2019,76.0,4,2018-11,11-17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3918,8.273336598504486,4255.0,3874.0,3663.0,30.0,1,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-18,2018-11-18,6,Sunday,18,322,18,False,True,False,False,False,46,46Sunday,2,2Sunday,11,November,2018,2018-2019,76.0,4,2018-11,11-18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4184,8.339023005744759,3918.0,4255.0,3874.0,27.0,1,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-19,2018-11-19,0,Monday,19,323,19,True,False,False,False,False,47,47Monday,3,3Monday,11,November,2018,2018-2019,76.0,4,2018-11,11-19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4936,8.504310565585223,4184.0,3918.0,4255.0,31.0,1,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-20,2018-11-20,1,Tuesday,20,324,20,True,False,False,False,False,47,47Tuesday,3,3Tuesday,11,November,2018,2018-2019,76.0,4,2018-11,11-20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5009,8.518991573357617,4936.0,4184.0,3918.0,39.0,2,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-21,2018-11-21,2,Wednesday,21,325,21,True,False,False,False,False,47,47Wednesday,3,3Wednesday,11,November,2018,2018-2019,76.0,4,2018-11,11-21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5064,8.529911963824013,5009.0,4936.0,4184.0,42.0,2,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-22,2018-11-22,3,Thursday,22,326,22,True,False,True,False,False,47,47Thursday,3,3Thursday,11,November,2018,2018-2019,76.0,4,2018-11,11-22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,11704,9.36768594269996,5064.0,5009.0,4936.0,35.0,2,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-23,2018-11-23,4,Friday,23,327,23,True,False,False,True,True,47,47Friday,3,3Friday,11,November,2018,2018-2019,76.0,4,2018-11,11-23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29331,10.286400256173781,11704.0,5064.0,5009.0,31.0,3,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-24,2018-11-24,5,Saturday,24,328,24,False,True,False,True,True,47,47Saturday,3,3Saturday,11,November,2018,2018-2019,76.0,4,2018-11,11-24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20646,9.935276875025535,29331.0,11704.0,5064.0,26.0,5,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-25,2018-11-25,6,Sunday,25,329,25,False,True,False,True,True,47,47Sunday,3,3Sunday,11,November,2018,2018-2019,76.0,4,2018-11,11-25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,11853,9.3803362790795,20646.0,29331.0,11704.0,24.0,5,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-26,2018-11-26,0,Monday,26,330,26,True,False,False,False,False,48,48Monday,4,4Monday,11,November,2018,2018-2019,76.0,4,2018-11,11-26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11738,9.37058672111828,11853.0,20646.0,29331.0,30.0,5,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-27,2018-11-27,1,Tuesday,27,331,27,True,False,False,False,False,48,48Tuesday,4,4Tuesday,11,November,2018,2018-2019,76.0,4,2018-11,11-27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22496,10.021092794610391,11738.0,11853.0,20646.0,35.0,6,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-28,2018-11-28,2,Wednesday,28,332,28,True,False,False,False,False,48,48Wednesday,4,4Wednesday,11,November,2018,2018-2019,76.0,4,2018-11,11-28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,19754,9.891111281468072,22496.0,11738.0,11853.0,33.0,6,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-29,2018-11-29,3,Thursday,29,333,29,True,False,False,False,False,48,48Thursday,4,4Thursday,11,November,2018,2018-2019,76.0,4,2018-11,11-29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,18358,9.817820725779036,19754.0,22496.0,11738.0,31.0,6,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-30,2018-11-30,4,Friday,30,334,30,True,False,False,False,False,48,48Friday,4,4Friday,11,November,2018,2018-2019,76.0,4,2018-11,11-30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,44556,10.70450210396508,18358.0,19754.0,22496.0,28.0,12,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,2018-12-01,5,Saturday,1,335,31,False,True,False,False,False,48,48Saturday,4,4Saturday,12,December,2018,2018-2019,76.0,4,2018-12,12-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,54169,10.899864068079113,44556.0,18358.0,19754.0,26.0,20,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-02,2018-12-02,6,Sunday,2,336,32,False,True,False,False,False,48,48Sunday,4,4Sunday,12,December,2018,2018-2019,76.0,4,2018-12,12-02,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,61514,11.027020070164461,54169.0,44556.0,18358.0,24.0,23,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-03,2018-12-03,0,Monday,3,337,33,True,False,False,False,False,49,49Monday,5,5Monday,12,December,2018,2018-2019,76.0,4,2018-12,12-03,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,36153,10.495515211695501,61514.0,54169.0,44556.0,20.0,22,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-04,2018-12-04,1,Tuesday,4,338,34,True,False,False,False,False,49,49Tuesday,5,5Tuesday,12,December,2018,2018-2019,76.0,4,2018-12,12-04,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,22511,10.021759357614163,36153.0,61514.0,54169.0,17.0,21,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-05,2018-12-05,2,Wednesday,5,339,35,True,False,False,False,False,49,49Wednesday,5,5Wednesday,12,December,2018,2018-2019,76.0,4,2018-12,12-05,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,18335,9.816567080505427,22511.0,36153.0,61514.0,14.0,20,2,202,55,10,101,58,105,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-06,2018-12-06,3,Thursday,6,340,36,True,False,False,False,False,49,49Thursday,5,5Thursday,12,December,2018,2018-2019,76.0,4,2018-12,12-06,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,20292,9.91798199868658,18335.0,22511.0,36153.0,17.0,19,2,202,55,10,101,58,105,62,116.0,116.0,0.0,1015.0,1015.0,0.0,1131.0,1131.0,0.0
2018-12-07,2018-12-07,4,Friday,7,341,37,True,False,False,False,False,49,49Friday,5,5Friday,12,December,2018,2018-2019,76.0,4,2018-12,12-07,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18703,9.836439217783001,20292.0,18335.0,22511.0,27.0,18,2,202,55,10,101,58,105,62,157.0,157.0,0.0,825.0,825.0,0.0,982.0,982.0,0.0
2018-12-08,2018-12-08,5,Saturday,8,342,38,False,True,False,False,False,49,49Saturday,5,5Saturday,12,December,2018,2018-2019,76.0,4,2018-12,12-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20473,9.926862223852579,18703.0,20292.0,18335.0,26.0,18,2,202,55,10,101,58,105,62,746.0,746.0,0.0,3582.0,3582.0,0.0,4328.0,4328.0,0.0
2018-12-09,2018-12-09,6,Sunday,9,343,39,False,True,False,False,False,49,49Sunday,5,5Sunday,12,December,2018,2018-2019,76.0,4,2018-12,12-09,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,18795,9.841346155998279,20473.0,18703.0,20292.0,29.0,17,2,202,55,10,101,58,105,62,536.0,536.0,0.0,3138.0,3138.0,0.0,3674.0,3674.0,0.0
2018-12-10,2018-12-10,0,Monday,10,344,40,True,False,False,False,False,50,50Monday,6,6Monday,12,December,2018,2018-2019,76.0,4,2018-12,12-10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,23116,10.04828029743767,18795.0,20473.0,18703.0,28.0,16,2,202,55,10,101,58,105,62,71.0,71.0,0.0,464.0,464.0,0.0,535.0,535.0,0.0
2018-12-11,2018-12-11,1,Tuesday,11,345,41,True,False,False,False,False,50,50Tuesday,6,6Tuesday,12,December,2018,2018-2019,76.0,4,2018-12,12-11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,23113,10.04815050877669,23116.0,18795.0,20473.0,26.0,16,2,202,55,10,101,58,105,62,159.0,159.0,0.0,600.0,600.0,0.0,759.0,759.0,0.0
2018-12-12,2018-12-12,2,Wednesday,12,346,42,True,False,False,False,False,50,50Wednesday,6,6Wednesday,12,December,2018,2018-2019,76.0,4,2018-12,12-12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,29642,10.29694755351686,23113.0,23116.0,18795.0,24.0,21,2,202,55,10,101,58,105,62,90.0,90.0,0.0,665.0,665.0,0.0,755.0,755.0,0.0
2018-12-13,2018-12-13,3,Thursday,13,347,43,True,False,False,False,False,50,50Thursday,6,6Thursday,12,December,2018,2018-2019,76.0,4,2018-12,12-13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,17175,9.751210117090551,29642.0,23113.0,23116.0,32.0,21,2,202,55,10,101,58,105,62,120.0,120.0,0.0,650.0,650.0,0.0,770.0,770.0,0.0
2018-12-14,2018-12-14,4,Friday,14,348,44,True,False,False,False,False,50,50Friday,6,6Friday,12,December,2018,2018-2019,76.0,4,2018-12,12-14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21002,9.95237295026594,17175.0,29642.0,23113.0,35.0,22,2,202,55,10,101,58,105,62,181.0,181.0,0.0,702.0,702.0,0.0,883.0,883.0,0.0
2018-12-15,2018-12-15,5,Saturday,15,349,45,False,True,False,False,False,50,50Saturday,6,6Saturday,12,December,2018,2018-2019,76.0,4,2018-12,12-15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24130,10.091211158619078,21002.0,17175.0,29642.0,30.0,21,2,202,55,10,101,58,105,62,830.0,830.0,0.0,2512.0,2512.0,0.0,3342.0,3342.0,0.0
2018-12-16,2018-12-16,6,Sunday,16,350,46,False,True,False,False,False,50,50Sunday,6,6Sunday,12,December,2018,2018-2019,76.0,4,2018-12,12-16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,21878,9.993236844679735,24130.0,21002.0,17175.0,40.0,21,2,202,55,10,101,58,105,62,775.0,775.0,0.0,2309.0,2309.0,0.0,3084.0,3084.0,0.0
2018-12-17,2018-12-17,0,Monday,17,351,47,True,False,False,False,False,51,51Monday,7,7Monday,12,December,2018,2018-2019,76.0,4,2018-12,12-17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,43794,10.687252100679688,21878.0,24130.0,21002.0,34.0,22,2,202,55,10,101,58,105,62,211.0,211.0,0.0,485.0,485.0,0.0,696.0,696.0,0.0
2018-12-18,2018-12-18,1,Tuesday,18,352,48,True,False,False,False,False,51,51Tuesday,7,7Tuesday,12,December,2018,2018-2019,76.0,4,2018-12,12-18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,49906,10.817896514992265,43794.0,21878.0,24130.0,34.0,25,2,202,55,10,101,58,105,62,180.0,180.0,0.0,623.0,623.0,0.0,803.0,803.0,0.0
2018-12-19,2018-12-19,2,Wednesday,19,353,49,True,False,False,False,False,51,51Wednesday,7,7Wednesday,12,December,2018,2018-2019,76.0,4,2018-12,12-19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,27917,10.236991101246426,49906.0,43794.0,21878.0,30.0,25,2,202,55,10,101,58,105,62,242.0,242.0,0.0,1063.0,1063.0,0.0,1305.0,1305.0,0.0
